11,1,0.97119,0.22788
21,1,0.91306,0.22465
21,2,0.95714,0.15378
31,1,0.85492,0.22142
31,2,0.91053,0.155
41,1,0.79678,0.21819
41,2,0.86389,0.15625
51,1,0.73856,0.21528
51,2,0.80664,0.14573
61,1,0.67967,0.21528
61,2,0.74942,0.13521
71,1,0.62078,0.21528
71,2,0.69217,0.12469
81,1,0.56189,0.21528
81,2,0.63108,0.11792
81,3,-0.46703,0.98125
91,1,0.503,0.21528
91,2,0.56831,0.11278
91,3,-0.41519,0.86319
101,1,0.44603,0.21469
101,2,0.50556,0.10764
101,3,-0.36039,0.76615
111,1,0.40617,0.20865
111,2,0.44306,0.1091
111,3,-0.30361,0.68312
121,1,0.36631,0.2026
121,2,0.38056,0.11052
121,3,-0.24286,0.60267
131,1,0.31994,0.20014
131,2,0.31914,0.11035
131,3,-0.17275,0.52826
141,1,0.27197,0.19854
141,2,0.25844,0.10906
141,3,-0.10344,0.45948
151,1,0.21339,0.19983
151,2,0.19775,0.10778
151,3,-0.037306,0.41319
161,1,0.14772,0.20295
161,2,0.13269,0.10684
161,3,0.031139,0.36806
171,1,0.082083,0.20611
171,2,0.067167,0.10594
171,3,0.12044,0.33333
181,1,0.016361,0.21042
181,2,0.0016389,0.10507
181,3,0.20808,0.29649
191,1,-0.049528,0.21736
191,2,-0.063889,0.10417
191,3,0.29506,0.25875
201,1,-0.11539,0.22431
201,2,-0.12806,0.10913
201,3,0.38133,0.2275
211,1,-0.18128,0.23125
211,2,-0.19219,0.1141
211,3,0.46658,0.20594
211,5,-0.037694,0.97177
211,6,-0.11667,0.98611
221,1,-0.24567,0.22878
221,2,-0.25636,0.11906
221,3,0.55183,0.18438
221,5,-0.081167,0.86309
221,6,-0.16475,0.88062
231,1,-0.30972,0.22396
231,2,-0.3205,0.12399
231,3,0.63611,0.15104
231,4,-0.92991,0.0080208
231,5,-0.12464,0.75438
231,6,-0.21283,0.7751
241,1,-0.37378,0.21913
241,2,-0.38181,0.12667
241,3,0.71944,0.1059
241,4,-0.8562,0.0093403
241,5,-0.17583,0.64569
241,6,-0.26208,0.67552
251,1,-0.43742,0.21628
251,2,-0.44242,0.12878
251,3,0.79583,0.057812
251,4,-0.78148,0.012049
251,5,-0.22897,0.53698
251,6,-0.31317,0.58479
261,1,-0.4995,0.22139
261,2,-0.50303,0.1309
261,3,0.86528,0.0067361
261,4,-0.70278,0.020139
261,5,-0.27911,0.44038
261,6,-0.36425,0.49406
271,1,-0.56161,0.22653
271,2,-0.56072,0.12865
271,3,0.93472,-0.044306
271,4,-0.62408,0.028229
271,5,-0.32619,0.35583
271,6,-0.41578,0.40785
281,1,-0.62369,0.23163
281,2,-0.61553,0.12208
281,4,-0.54483,0.037604
281,5,-0.376,0.27503
281,6,-0.46836,0.33222
291,1,-0.68303,0.23031
291,2,-0.67033,0.11552
291,4,-0.46342,0.051979
291,5,-0.4365,0.20934
291,6,-0.52094,0.25656
301,1,-0.74167,0.22743
301,2,-0.72515,0.10896
301,4,-0.382,0.066319
301,5,-0.49703,0.14361
301,6,-0.57706,0.18726
311,1,-0.80031,0.22455
311,2,-0.78146,0.10253
311,4,-0.30086,0.07934
311,5,-0.55489,0.077222
311,6,-0.63672,0.12424
321,1,-0.85814,0.21875
321,2,-0.83815,0.096146
321,4,-0.22036,0.089132
321,5,-0.60883,0.0097917
321,6,-0.69639,0.061215
331,1,-0.9127,0.20139
331,2,-0.89484,0.089792
331,4,-0.13989,0.098924
331,5,-0.66275,-0.057604
331,6,-0.75124,-0.0059722
341,1,-0.96726,0.18403
341,2,-0.95153,0.083403
341,4,-0.059389,0.10872
341,5,-0.71667,-0.125
341,6,-0.80489,-0.074236
341,7,-0.95934,-0.079549
351,2,-1.0082,0.077014
351,4,0.022222,0.11771
351,5,-0.77222,-0.17778
351,6,-0.85852,-0.14247
351,7,-0.91894,-0.040104
361,4,0.10556,0.12552
361,5,-0.82778,-0.23056
361,6,-0.90451,-0.20267
361,7,-0.87302,-0.0071875
371,4,0.18889,0.13333
371,5,-0.87143,-0.28424
371,6,-0.94965,-0.26201
371,7,-0.82341,0.021319
381,4,0.27222,0.14115
381,5,-0.90318,-0.33878
381,6,-0.97886,-0.31958
381,7,-0.77381,0.049861
391,4,0.35556,0.14361
391,5,-0.93492,-0.39337
391,6,-0.99215,-0.37545
391,7,-0.72078,0.066493
391,8,-0.94236,0.25
391,9,-0.98266,0.40493
401,4,0.43889,0.13809
401,5,-0.96667,-0.44792
401,7,-0.66692,0.080174
401,8,-0.8842,0.24566
401,9,-0.92034,0.39181
401,10,-0.99167,-0.26389
411,4,0.52222,0.13257
411,7,-0.61306,0.093854
411,8,-0.82604,0.24132
411,9,-0.85803,0.37865
411,10,-0.96389,-0.22917
421,4,0.60556,0.12705
421,7,-0.55919,0.10125
421,8,-0.76813,0.23903
421,9,-0.79572,0.36552
421,10,-0.93611,-0.19444
431,4,0.68889,0.12153
431,7,-0.50539,0.10233
431,8,-0.71039,0.23812
431,9,-0.73406,0.35545
431,10,-0.90833,-0.15972
431,11,-0.98333,0.17965
441,4,0.77147,0.12622
441,7,-0.45156,0.1034
441,8,-0.65264,0.23722
441,9,-0.67339,0.34997
441,10,-0.86316,-0.14552
441,11,-0.92778,0.17517
451,4,0.85406,0.1309
451,7,-0.39642,0.10465
451,8,-0.59489,0.23628
451,9,-0.61272,0.34448
451,10,-0.81365,-0.13646
451,11,-0.87222,0.17069
451,12,-0.98056,0.37153
461,4,0.93664,0.13559
461,7,-0.33822,0.10632
461,8,-0.54022,0.23694
461,9,-0.55206,0.33899
461,10,-0.76045,-0.12451
461,11,-0.81644,0.16601
461,12,-0.91296,0.35878
461,13,-0.93516,0.23771
471,7,-0.28003,0.10799
471,8,-0.48636,0.23802
471,9,-0.49256,0.33632
471,10,-0.70358,-0.10962
471,11,-0.75863,0.15944
471,12,-0.84537,0.34608
471,13,-0.86929,0.23174
481,7,-0.22183,0.10962
481,8,-0.4325,0.23906
481,9,-0.43383,0.33556
481,10,-0.646,-0.096458
481,11,-0.70083,0.15288
481,12,-0.77778,0.33333
481,13,-0.80341,0.2258
491,7,-0.16358,0.11167
491,8,-0.37453,0.2392
491,9,-0.37514,0.33476
491,10,-0.58733,-0.085833
491,11,-0.64303,0.14632
491,12,-0.71794,0.32799
491,13,-0.73542,0.22135
501,7,-0.10511,0.11715
501,8,-0.31247,0.23847
501,9,-0.31642,0.33396
501,10,-0.52869,-0.075243
501,11,-0.58539,0.13941
501,12,-0.65811,0.32264
501,13,-0.66422,0.2192
511,7,-0.051194,0.12188
511,8,-0.25042,0.23774
511,9,-0.258,0.33361
511,10,-0.47006,-0.064618
511,11,-0.52808,0.13201
511,12,-0.59828,0.31729
511,13,-0.59306,0.21701
521,7,-0.015472,0.12351
521,8,-0.18836,0.23701
521,9,-0.20081,0.33497
521,10,-0.41161,-0.054653
521,11,-0.47075,0.12462
521,12,-0.53847,0.31257
521,13,-0.52425,0.2166
531,7,0.016028,0.12628
531,8,-0.12631,0.23625
531,9,-0.14364,0.33632
531,10,-0.35319,-0.044861
531,11,-0.41342,0.11726
531,12,-0.47886,0.31344
531,13,-0.46494,0.22316
531,14,0.97881,0.21437
541,7,0.0096944,0.1392
541,8,-0.066528,0.23465
541,9,-0.086444,0.33767
541,10,-0.29481,-0.035069
541,11,-0.35608,0.10986
541,12,-0.41925,0.31427
541,13,-0.40564,0.22972
541,14,0.90061,0.1925
551,7,0.0033333,0.15208
551,8,-0.0073056,0.23281
551,9,-0.02925,0.33906
551,10,-0.23639,-0.025278
551,11,-0.30114,0.10264
551,12,-0.35961,0.31514
551,13,-0.34633,0.23628
551,14,0.82242,0.17066
561,7,-0.0030278,0.16497
561,8,0.051889,0.23101
561,9,0.028194,0.34073
561,10,-0.18556,-0.024306
561,11,-0.24722,0.095486
561,12,-0.3,0.31597
561,13,-0.28953,0.24038
561,14,0.74783,0.15007
571,7,0.0036944,0.20719
571,8,0.11111,0.22917
571,9,0.087778,0.34507
571,10,-0.13556,-0.024306
571,11,-0.19331,0.088333
571,12,-0.25464,0.31135
571,13,-0.23522,0.24194
571,14,0.67686,0.1308
571,15,0.95061,0.21295
571,16,0.95717,0.30299
581,7,0.019139,0.26889
581,8,0.17453,0.23049
581,9,0.14739,0.34941
581,10,-0.085556,-0.024306
581,11,-0.13611,0.087396
581,12,-0.20925,0.3067
581,13,-0.17872,0.24208
581,14,0.60586,0.11149
581,15,0.88683,0.18597
581,16,0.89175,0.27049
591,7,0.051861,0.33372
591,8,0.23794,0.23177
591,9,0.207,0.35375
591,10,-0.040972,-0.020382
591,11,-0.071306,0.1009
591,12,-0.16389,0.30208
591,13,-0.11711,0.23882
591,14,0.53489,0.092222
591,15,0.82306,0.15896
591,16,0.82633,0.23802
601,7,0.088889,0.39931
601,8,0.30136,0.23309
601,9,0.26661,0.35809
601,10,0.003,-0.016042
601,11,-0.0064722,0.11437
601,12,-0.10958,0.30052
601,13,-0.055472,0.23556
601,14,0.46278,0.066319
601,15,0.75531,0.13826
601,16,0.76086,0.20771
611,7,0.14006,0.47608
611,8,0.36478,0.23441
611,9,0.32878,0.36017
611,10,0.041111,-0.0048611
611,11,0.058333,0.12788
611,12,-0.055306,0.29892
611,13,0.0062778,0.23354
611,14,0.39056,0.039688
611,15,0.68711,0.11826
611,16,0.69519,0.18247
621,7,0.19108,0.55309
621,8,0.42819,0.23573
621,9,0.39697,0.35701
621,10,0.073333,0.013194
621,11,0.12522,0.13194
621,12,0.0028889,0.30948
621,13,0.068972,0.24247
621,14,0.31833,0.01309
621,15,0.61894,0.098264
621,16,0.62956,0.15719
621,17,-0.97053,-0.44188
631,7,0.24086,0.63267
631,8,0.48764,0.23802
631,9,0.46514,0.35385
631,10,0.10556,0.03125
631,11,0.193,0.13194
631,12,0.062083,0.32306
631,13,0.13167,0.25139
631,14,0.24353,-0.0092708
631,15,0.55636,0.07375
631,16,0.56389,0.13194
631,17,-0.95604,-0.39507
641,7,0.29064,0.71226
641,8,0.54536,0.24073
641,9,0.53333,0.35069
641,10,0.14975,0.053333
641,11,0.26111,0.13281
641,12,0.12511,0.33757
641,13,0.19436,0.26031
641,14,0.16842,-0.031111
641,15,0.49756,0.046146
641,16,0.50319,0.10236
641,17,-0.93939,-0.35038
651,7,0.34386,0.78986
651,8,0.60311,0.24347
651,9,0.60153,0.34753
651,10,0.19394,0.075451
651,11,0.33056,0.13715
651,12,0.19197,0.35302
651,13,0.26236,0.27399
651,14,0.094528,-0.052917
651,15,0.43872,0.018576
651,16,0.4425,0.072778
651,17,-0.91414,-0.31406
651,18,-0.96587,-0.26736
661,7,0.39856,0.8667
661,8,0.66083,0.24618
661,9,0.66375,0.34722
661,10,0.24528,0.089514
661,11,0.4,0.14149
661,12,0.25886,0.36844
661,13,0.33392,0.29083
661,14,0.025583,-0.074479
661,15,0.37989,-0.0074653
661,16,0.38189,0.046319
661,17,-0.88889,-0.27778
661,18,-0.93016,-0.23264
671,7,0.45328,0.94351
671,8,0.71858,0.24892
671,9,0.72531,0.34722
671,10,0.29842,0.1016
671,11,0.46944,0.14583
671,12,0.32983,0.38799
671,13,0.40547,0.30767
671,14,-0.043389,-0.096042
671,15,0.32097,-0.027465
671,16,0.32156,0.027187
671,17,-0.85092,-0.25233
671,18,-0.89444,-0.19792
681,8,0.775,0.24955
681,9,0.78686,0.34722
681,10,0.35408,0.10927
681,11,0.53889,0.1574
681,12,0.40186,0.40858
681,13,0.47894,0.31979
681,14,-0.11208,-0.11816
681,15,0.26203,-0.047465
681,16,0.26119,0.0080208
681,17,-0.81296,-0.22684
681,18,-0.84259,-0.17128
691,8,0.83056,0.24875
691,9,0.84844,0.34698
691,10,0.41225,0.11253
691,11,0.60833,0.16899
691,12,0.47411,0.42778
691,13,0.55689,0.3209
691,14,-0.18019,-0.1417
691,15,0.20311,-0.067431
691,16,0.20081,-0.0099306
691,17,-0.775,-0.20139
691,18,-0.79074,-0.14469
701,8,0.88611,0.24799
701,9,0.91019,0.34569
701,10,0.47039,0.11576
701,11,0.67778,0.18056
701,12,0.54856,0.43472
701,13,0.63486,0.32201
701,14,-0.24831,-0.16521
701,15,0.13889,-0.080903
701,16,0.14028,-0.026042
701,17,-0.71944,-0.18347
701,18,-0.73889,-0.11806
711,8,0.94167,0.24722
711,9,0.97192,0.34441
711,10,0.52803,0.12247
711,11,0.74722,0.19212
711,12,0.623,0.44167
711,13,0.71225,0.32396
711,14,-0.31658,-0.18583
711,15,0.074083,-0.093646
711,16,0.07975,-0.042153
711,17,-0.66389,-0.16556
711,18,-0.68047,-0.10368
721,10,0.58442,0.13722
721,11,0.81297,0.2024
721,12,0.69817,0.44302
721,13,0.78733,0.3291
721,14,-0.38558,-0.19479
721,15,0.00925,-0.10635
721,16,0.019,-0.055347
721,17,-0.60833,-0.14764
721,18,-0.62203,-0.089306
731,10,0.64083,0.15194
731,11,0.87778,0.21229
731,12,0.77386,0.44062
731,13,0.86244,0.33424
731,14,-0.45458,-0.20375
731,15,-0.051278,-0.12368
731,16,-0.041944,-0.066528
731,17,-0.54933,-0.12965
731,18,-0.56369,-0.074583
741,10,0.69722,0.16667
741,11,0.92767,0.23642
741,12,0.84953,0.43823
741,13,0.93333,0.35069
741,14,-0.52347,-0.2116
741,15,-0.11133,-0.14153
741,16,-0.10286,-0.077743
741,17,-0.48994,-0.1117
741,18,-0.50622,-0.056632
751,10,0.7465,0.19017
751,11,0.97114,0.2666
751,12,0.91828,0.45156
751,13,1,0.37847
751,14,-0.59167,-0.20948
751,15,-0.17139,-0.15934
751,16,-0.16192,-0.089965
751,17,-0.43056,-0.09375
751,18,-0.44875,-0.038681
761,10,0.79578,0.21372
761,12,0.98406,0.47167
761,14,-0.65986,-0.2074
761,15,-0.231,-0.1749
761,16,-0.21911,-0.10326
761,17,-0.37878,-0.076389
761,18,-0.38994,-0.021458
771,10,0.84508,0.23722
771,14,-0.72803,-0.20528
771,15,-0.28875,-0.18128
771,16,-0.27631,-0.11653
771,17,-0.32703,-0.059028
771,18,-0.32586,-0.0072222
781,10,0.88681,0.27517
781,14,-0.79259,-0.21875
781,15,-0.3465,-0.18767
781,16,-0.33344,-0.12875
781,17,-0.26789,-0.052465
781,18,-0.26175,0.0070486
791,10,0.92769,0.31472
791,14,-0.85625,-0.23611
791,15,-0.40425,-0.19406
791,16,-0.39017,-0.13167
791,17,-0.20694,-0.048611
791,18,-0.19764,0.021285
801,10,0.96858,0.35427
801,14,-0.91091,-0.26247
801,15,-0.46458,-0.19747
801,16,-0.44686,-0.13455
801,17,-0.146,-0.044757
801,18,-0.13392,0.032465
811,14,-0.95206,-0.30233
811,15,-0.52881,-0.19639
811,16,-0.50842,-0.13542
811,17,-0.084139,-0.041667
811,18,-0.071,0.036562
821,14,-0.99321,-0.34222
821,15,-0.59306,-0.19531
821,16,-0.57206,-0.13542
821,17,-0.018722,-0.041667
821,18,-0.0080833,0.04066
831,15,-0.65572,-0.19684
831,16,-0.63567,-0.13542
831,17,0.046694,-0.041667
831,18,0.054833,0.044722
841,15,-0.71214,-0.20875
841,16,-0.70036,-0.14347
841,17,0.11225,-0.041181
841,18,0.12111,0.044097
851,15,-0.76858,-0.22069
851,16,-0.76577,-0.15691
851,17,0.17931,-0.036389
851,18,0.18778,0.042951
861,15,-0.825,-0.23264
861,16,-0.83118,-0.17035
861,17,0.24636,-0.031597
861,18,0.25444,0.041771
871,15,-0.86622,-0.25951
871,16,-0.88755,-0.19122
871,17,0.31281,-0.028819
871,18,0.32517,0.035799
881,15,-0.90744,-0.28639
881,16,-0.93488,-0.21951
881,17,0.37678,-0.034097
881,18,0.39636,0.029306
891,15,-0.94866,-0.3133
891,16,-0.9822,-0.24781
891,17,0.44075,-0.03934
891,18,0.46753,0.022778
901,15,-0.95903,-0.34253
901,17,0.50472,-0.044618
901,18,0.53167,0.0038194
911,15,-0.96597,-0.37205
911,17,0.56039,-0.073646
911,18,0.59278,-0.020486
921,15,-0.97292,-0.40156
921,17,0.61511,-0.10528
921,18,0.65389,-0.044792
931,15,-0.97986,-0.43108
931,17,0.66986,-0.13694
931,18,0.71397,-0.067083
941,17,0.7245,-0.16208
941,18,0.77361,-0.088542
951,17,0.77906,-0.18069
951,18,0.83325,-0.11
961,17,0.83364,-0.19927
961,18,0.89131,-0.12997
971,17,0.89044,-0.21361
971,18,0.94564,-0.1466
981,17,0.94822,-0.22611
981,18,1,-0.16319
991,19,-0.95862,0.24819
1001,19,-0.87624,0.24222
1011,19,-0.79387,0.23622
1021,19,-0.71325,0.23205
1031,19,-0.63522,0.23056
1041,19,-0.55722,0.2291
1051,19,-0.47919,0.2276
1061,19,-0.40119,0.22615
1071,19,-0.32117,0.22483
1081,19,-0.24033,0.22358
1091,19,-0.15947,0.22236
1101,19,-0.078611,0.22111
1111,19,0.0022222,0.21986
1121,19,0.083333,0.22003
1131,19,0.16667,0.23288
1141,19,0.25,0.24569
1151,19,0.33333,0.25854
1161,19,0.41667,0.27135
1171,19,0.49414,0.27972
1171,20,0.74317,-0.92949
1171,22,-0.95476,0.39882
1181,19,0.56575,0.28358
1181,20,0.74531,-0.8734
1181,22,-0.86944,0.39757
1191,19,0.63733,0.28743
1191,20,0.74656,-0.81808
1191,22,-0.78413,0.39632
1191,23,-0.99167,0.24653
1201,19,0.70894,0.29128
1201,20,0.73981,-0.76968
1201,22,-0.69525,0.39406
1201,23,-0.93135,0.23264
1211,19,0.78056,0.29514
1211,20,0.73308,-0.72127
1211,21,0.80456,-0.75333
1211,22,-0.60397,0.39108
1211,23,-0.87103,0.21875
1211,24,-0.96692,-0.29656
1221,19,0.83683,0.29872
1221,20,0.72633,-0.67288
1221,21,0.80122,-0.695
1221,22,-0.51269,0.38809
1221,23,-0.81071,0.20486
1221,24,-0.93157,-0.25396
1221,25,-0.98611,-0.19444
1231,19,0.89308,0.30226
1231,20,0.716,-0.6249
1231,21,0.79789,-0.63667
1231,22,-0.42153,0.38309
1231,23,-0.74866,0.19021
1231,24,-0.89436,-0.21799
1231,25,-0.94804,-0.17
1231,26,0.92614,0.43174
1231,27,-0.91616,0.39931
1231,28,-0.94941,0.28372
1231,29,1,0.36806
1241,19,0.94936,0.30583
1241,20,0.70472,-0.57705
1241,21,0.7885,-0.57441
1241,22,-0.33125,0.35997
1241,23,-0.68489,0.17476
1241,24,-0.85529,-0.18868
1241,25,-0.90998,-0.14559
1241,26,0.85336,0.44851
1241,27,-0.84461,0.39931
1241,28,-0.87599,0.28868
1241,29,0.91575,0.36344
1251,20,0.69347,-0.5292
1251,21,0.77758,-0.51115
1251,22,-0.24097,0.33681
1251,23,-0.62108,0.15934
1251,24,-0.81623,-0.15941
1251,25,-0.87016,-0.12309
1251,26,0.78056,0.46528
1251,27,-0.77306,0.39931
1251,28,-0.80258,0.29365
1251,29,0.83147,0.35878
1261,20,0.6825,-0.48066
1261,21,0.76667,-0.44792
1261,22,-0.15069,0.31365
1261,23,-0.56267,0.14622
1261,24,-0.77667,-0.13646
1261,25,-0.82626,-0.10517
1261,26,0.69258,0.46181
1261,27,-0.69919,0.39691
1261,28,-0.7313,0.29083
1261,29,0.74722,0.35417
1271,20,0.67417,-0.42628
1271,21,0.75556,-0.39122
1271,22,-0.063889,0.29135
1271,23,-0.50556,0.13368
1271,24,-0.73592,-0.12837
1271,25,-0.78235,-0.087257
1271,26,0.60464,0.45833
1271,27,-0.62381,0.39295
1271,28,-0.66092,0.28465
1271,29,0.66675,0.35177
1281,20,0.66583,-0.37187
1281,21,0.74444,-0.33448
1281,22,0.019444,0.26993
1281,23,-0.44844,0.12115
1281,24,-0.69519,-0.12024
1281,25,-0.73681,-0.071701
1281,26,0.51667,0.45486
1281,27,-0.54842,0.38899
1281,28,-0.59056,0.27847
1281,29,0.58631,0.34937
1291,20,0.657,-0.31792
1291,21,0.73333,-0.27778
1291,22,0.10278,0.24847
1291,23,-0.39183,0.11132
1291,24,-0.651,-0.11302
1291,25,-0.68472,-0.065625
1291,26,0.43731,0.4608
1291,27,-0.47214,0.3842
1291,28,-0.52019,0.27229
1291,29,0.50606,0.34753
1301,20,0.64367,-0.26792
1301,21,0.71033,-0.2251
1301,22,0.18667,0.23003
1301,23,-0.33714,0.11243
1301,24,-0.59883,-0.10774
1301,25,-0.63264,-0.059549
1301,26,0.35794,0.46677
1301,27,-0.38806,0.37201
1301,28,-0.44664,0.26576
1301,29,0.42778,0.35069
1311,20,0.63033,-0.21792
1311,21,0.68736,-0.17243
1311,22,0.27556,0.23872
1311,23,-0.28247,0.11351
1311,24,-0.54664,-0.1025
1311,25,-0.58056,-0.053472
1311,26,0.27858,0.47271
1311,27,-0.30397,0.35979
1311,28,-0.36047,0.25774
1311,29,0.3495,0.35385
1321,20,0.60917,-0.17813
1321,21,0.66328,-0.12031
